ticker,close,date,high,low,month,open,volume,sector
ADANIENT,3043.95,2024-09-23 05:30:00,3070.0,3015.25,2024-09,3020.0,897314,Conglomerate
ADANIENT,2991.0,2024-09-12 05:30:00,3000.0,2917.15,2024-09,2950.0,1314173,Conglomerate
ADANIENT,3008.5,2024-09-20 05:30:00,3025.0,2942.05,2024-09,2948.15,1787210,Conglomerate
ADANIENT,3018.0,2024-10-07 05:30:00,3128.5,2980.45,2024-10,3110.65,1743454,Conglomerate
ADANIENT,3110.65,2024-10-04 05:30:00,3149.5,3070.0,2024-10,3119.9,987583,Conglomerate
ADANIENT,2830.2,2024-10-24 05:30:00,2875.15,2807.9,2024-10,2841.05,942066,Conglomerate
ADANIENT,3116.0,2024-10-03 05:30:00,3196.35,3084.1,2024-10,3150.0,1309703,Conglomerate
ADANIENT,2835.55,2024-10-23 05:30:00,2879.0,2820.1,2024-10,2840.85,1270530,Conglomerate
ADANIENT,3101.1,2024-10-14 05:30:00,3150.1,3092.85,2024-10,3145.0,437728,Conglomerate
ADANIENT,3160.7,2024-10-08 05:30:00,3170.0,2994.85,2024-10,3018.5,1776511,Conglomerate
ADANIENT,2969.3,2024-10-30 05:30:00,2997.15,2815.05,2024-10,2864.0,2884272,Conglomerate
ADANIENT,2947.25,2024-10-31 05:30:00,2976.5,2933.85,2024-10,2967.9,1156390,Conglomerate
ADANIENT,2823.8,2024-10-22 05:30:00,2955.0,2818.0,2024-10,2938.0,1209732,Conglomerate
ADANIENT,3104.7,2024-10-15 05:30:00,3128.0,3091.5,2024-10,3124.0,371613,Conglomerate
ADANIENT,3186.1,2024-10-01 05:30:00,3192.0,3107.0,2024-10,3136.3,1367116,Conglomerate
ADANIENT,2798.65,2024-10-28 05:30:00,2822.4,2672.1,2024-10,2701.1,1385033,Conglomerate
ADANIENT,3174.2,2024-10-10 05:30:00,3211.0,3056.1,2024-10,3140.0,2905725,Conglomerate
ADANIENT,3002.0,2024-10-18 05:30:00,3031.7,2968.1,2024-10,2990.0,796339,Conglomerate
ADANIENT,3085.9,2024-10-16 05:30:00,3115.4,3061.0,2024-10,3098.0,543476,Conglomerate
ADANIENT,2937.65,2024-10-21 05:30:00,3014.95,2916.95,2024-10,3005.15,1051690,Conglomerate
ADANIENT,2693.45,2024-10-25 05:30:00,2847.0,2654.7,2024-10,2845.0,1954174,Conglomerate
ADANIENT,2848.6,2024-10-29 05:30:00,2863.05,2732.85,2024-10,2803.0,1529844,Conglomerate
ADANIENT,3153.75,2024-10-09 05:30:00,3179.95,3134.4,2024-10,3175.0,897335,Conglomerate
ADANIENT,3013.75,2024-10-17 05:30:00,3100.0,2993.0,2024-10,3089.95,2655289,Conglomerate
ADANIENT,3137.2,2024-10-11 05:30:00,3190.0,3116.0,2024-10,3174.2,1035260,Conglomerate
ADANIENT,3065.1,2024-04-23 05:30:00,3091.0,3043.1,2024-04,3059.0,1654272,Conglomerate
ADANIENT,3224.8,2024-04-05 05:30:00,3234.0,3178.95,2024-04,3211.1,755607,Conglomerate
ADANIENT,3210.8,2024-04-04 05:30:00,3273.0,3201.7,2024-04,3250.0,1403826,Conglomerate
ADANIENT,3043.55,2024-04-24 05:30:00,3087.85,3040.0,2024-04,3071.95,605917,Conglomerate
ADANIENT,3252.1,2024-04-01 05:30:00,3291.8,3207.85,2024-04,3230.2,1292646,Conglomerate
ADANIENT,3147.45,2024-04-15 05:30:00,3180.3,3103.2,2024-04,3150.0,1035378,Conglomerate
ADANIENT,3063.35,2024-04-22 05:30:00,3077.5,3025.0,2024-04,3053.0,993929,Conglomerate
ADANIENT,3198.45,2024-04-09 05:30:00,3251.0,3185.0,2024-04,3240.7,833679,Conglomerate
ADANIENT,3054.7,2024-04-30 05:30:00,3108.45,3045.0,2024-04,3094.0,804552,Conglomerate
ADANIENT,3115.25,2024-04-25 05:30:00,3120.9,3025.65,2024-04,3050.0,1515529,Conglomerate
ADANIENT,3268.75,2024-04-02 05:30:00,3285.0,3240.0,2024-04,3258.95,868829,Conglomerate
ADANIENT,3081.2,2024-04-29 05:30:00,3110.5,3051.5,2024-04,3110.0,648544,Conglomerate
ADANIENT,3242.0,2024-04-10 05:30:00,3254.6,3192.5,2024-04,3200.0,1441138,Conglomerate
ADANIENT,3106.4,2024-04-16 05:30:00,3149.2,3100.0,2024-04,3101.0,1134184,Conglomerate
ADANIENT,3224.55,2024-04-08 05:30:00,3243.5,3197.2,2024-04,3240.95,577440,Conglomerate
ADANIENT,3026.95,2024-04-19 05:30:00,3057.05,2962.5,2024-04,3000.0,1727317,Conglomerate
ADANIENT,3019.3,2024-04-18 05:30:00,3145.0,3008.3,2024-04,3125.15,1703646,Conglomerate
ADANIENT,3080.4,2024-04-26 05:30:00,3129.9,3066.05,2024-04,3119.9,662764,Conglomerate
ADANIENT,3233.45,2024-04-03 05:30:00,3260.15,3222.0,2024-04,3250.0,1153109,Conglomerate
ADANIENT,3209.9,2024-04-12 05:30:00,3247.5,3205.3,2024-04,3210.0,705173,Conglomerate
ADANIENT,2932.4,2024-01-02 05:30:00,2948.2,2841.0,2024-01,2922.0,2671368,Conglomerate
ADANIENT,2987.9,2024-01-20 05:30:00,3015.85,2890.5,2024-01,2930.0,1878793,Conglomerate
ADANIENT,2915.65,2024-01-19 05:30:00,2949.45,2903.05,2024-01,2945.35,2014096,Conglomerate
ADANIENT,2998.3,2024-01-04 05:30:00,3044.45,2990.0,2024-01,3039.4,2975620,Conglomerate
ADANIENT,3056.5,2024-01-16 05:30:00,3104.5,3035.0,2024-01,3095.0,2515564,Conglomerate
ADANIENT,2963.5,2024-01-08 05:30:00,3027.0,2952.95,2024-01,3020.0,1849061,Conglomerate
ADANIENT,3064.65,2024-01-29 05:30:00,3092.7,2923.05,2024-01,2929.0,4402976,Conglomerate
ADANIENT,2893.6,2024-01-25 05:30:00,2926.35,2804.4,2024-01,2903.45,2601969,Conglomerate
ADANIENT,2896.55,2024-01-23 05:30:00,3014.95,2885.5,2024-01,3014.95,1827002,Conglomerate
ADANIENT,2917.2,2024-01-01 05:30:00,2947.0,2842.05,2024-01,2852.3,2898619,Conglomerate
ADANIENT,3014.6,2024-01-09 05:30:00,3068.8,2980.0,2024-01,2990.7,2885706,Conglomerate
ADANIENT,3006.6,2024-01-05 05:30:00,3066.9,2981.1,2024-01,3009.95,3219949,Conglomerate
ADANIENT,2903.45,2024-01-24 05:30:00,2929.1,2871.25,2024-01,2901.0,5807940,Conglomerate
ADANIENT,3104.1,2024-01-12 05:30:00,3125.0,3068.2,2024-01,3096.35,1795933,Conglomerate
ADANIENT,3003.0,2024-01-03 05:30:00,3199.0,2955.6,2024-01,3047.0,19725411,Conglomerate
ADANIENT,3098.2,2024-01-10 05:30:00,3112.0,3020.05,2024-01,3024.0,3590297,Conglomerate
ADANIENT,3091.1,2024-01-30 05:30:00,3129.9,3020.9,2024-01,3081.0,3115506,Conglomerate
ADANIENT,2918.9,2024-01-18 05:30:00,2985.0,2885.1,2024-01,2975.55,2552342,Conglomerate
ADANIENT,3080.9,2024-01-11 05:30:00,3129.0,3065.0,2024-01,3120.0,2008103,Conglomerate
ADANIENT,2971.05,2024-01-17 05:30:00,3045.0,2946.3,2024-01,3033.0,2897218,Conglomerate
ADANIENT,3142.0,2024-01-31 05:30:00,3151.7,3072.4,2024-01,3092.75,2671051,Conglomerate
ADANIENT,3089.5,2024-01-15 05:30:00,3130.0,3067.45,2024-01,3127.0,1407007,Conglomerate
ADANIENT,3229.85,2024-02-07 05:30:00,3277.95,3210.0,2024-02,3220.05,2095911,Conglomerate
ADANIENT,3302.3,2024-02-27 05:30:00,3340.0,3273.0,2024-02,3339.0,1125570,Conglomerate
ADANIENT,3258.8,2024-02-19 05:30:00,3308.6,3235.8,2024-02,3240.0,1779444,Conglomerate
ADANIENT,3169.75,2024-02-12 05:30:00,3241.95,3160.0,2024-02,3229.0,1083138,Conglomerate
ADANIENT,3223.6,2024-02-16 05:30:00,3252.3,3192.65,2024-02,3214.0,2193673,Conglomerate
ADANIENT,3285.4,2024-02-29 05:30:00,3304.75,3205.35,2024-02,3220.05,1352988,Conglomerate
ADANIENT,3228.6,2024-02-20 05:30:00,3269.8,3210.15,2024-02,3267.0,1467630,Conglomerate
ADANIENT,3215.2,2024-02-09 05:30:00,3224.95,3121.2,2024-02,3184.45,1572789,Conglomerate
ADANIENT,3223.2,2024-02-21 05:30:00,3300.0,3205.0,2024-02,3238.0,1657021,Conglomerate
ADANIENT,3327.75,2024-02-26 05:30:00,3344.0,3263.0,2024-02,3272.0,1695378,Conglomerate
ADANIENT,3207.2,2024-02-14 05:30:00,3255.25,3169.85,2024-02,3184.0,1741264,Conglomerate
ADANIENT,3263.05,2024-02-22 05:30:00,3274.0,3210.5,2024-02,3239.0,1138722,Conglomerate
ADANIENT,3157.45,2024-02-02 05:30:00,3208.5,3140.0,2024-02,3184.95,2708695,Conglomerate
